Transaction_ID|Customer_ID|Product_Id|Date|Time|Quantity|Price|Feedback|Shipping_Method|Payment_Method|Order_Status|Ratings
2224470|52653|10381|20240101|00:01:19|8|107.6774673|Good|Express|PayPal|Delivered|3
8576495|77846|10038|20240101|00:01:31|3|331.5404686|Excellent|Standard|Debit Card|Processing|5
1329258|40946|10071|20240101|00:04:42|1|432.0342168|Bad|Express|Cash|Delivered|1
1417627|23911|10203|20240101|00:06:51|9|466.3212258|Good|Standard|Credit Card|Pending|3
5401519|93163|10146|20240101|00:06:54|2|368.5251395|Bad|Standard|Cash|Delivered|1
8837040|94789|10327|20240101|00:07:54|10|51.86825682|Good|Standard|Credit Card|Delivered|3
9845764|16829|10278|20240101|00:09:38|5|146.8887529|Good|Same-Day|Cash|Delivered|3
3061333|59092|10472|20240101|00:10:43|3|228.0076477|Good|Standard|Cash|Delivered|3
4095828|19629|10427|20240101|00:11:12|3|496.56057|Excellent|Express|Cash|Shipped|4
2935622|12831|10382|20240101|00:11:38|2|338.9448248|Average|Standard|Cash|Processing|2
9883715|62855|10470|20240101|00:13:00|1|225.2820423|Average|Express|PayPal|Delivered|2
1294937|54846|10352|20240101|00:17:42|1|38.62070148|Good|Same-Day|PayPal|Delivered|4
1886821|97240|10059|20240101|00:19:16|9|356.5866311|Average|Standard|Cash|Delivered|2
8793881|13252|10223|20240101|00:20:15|8|82.46921061|Excellent|Same-Day|Cash|Processing|5
8526297|85864|10073|20240101|00:23:16|2|496.3270981|Excellent|Standard|PayPal|Processing|4
1786050|84018|10261|20240101|00:27:13|5|107.4789905|Excellent|Standard|Debit Card|Processing|4
2717746|76620|10305|20240101|00:27:46|2|302.6617513|Good|Standard|Credit Card|Delivered|3
9232974|53789|10255|20240101|00:28:44|10|46.57625587|Bad|Standard|PayPal|Shipped|1
2311632|99978|10290|20240101|00:30:04|4|258.06357|Excellent|Same-Day|Debit Card|Processing|5
7943785|99614|10415|20240101|00:32:22|3|462.6850254|Excellent|Same-Day|PayPal|Shipped|4
5142214|60674|10369|20240101|00:33:40|5|398.0049768|Good|Standard|Cash|Delivered|4
4990679|63100|10053|20240101|00:35:31|10|338.9371204|Good|Standard|Credit Card|Delivered|3
5037805|16087|10116|20240101|00:38:11|6|265.3604727|Average|Same-Day|Credit Card|Pending|2
5183881|27124|10420|20240101|00:38:36|9|285.61252|Good|Express|Credit Card|Delivered|4
8530409|73137|10239|20240101|00:41:45|2|399.3069648|Average|Standard|Debit Card|Shipped|2
3242418|46313|10155|20240101|00:46:47|1|450.2163958|Average|Standard|Debit Card|Delivered|2
5789808|55781|10045|20240101|00:48:38|10|43.79424477|Average|Express|Cash|Pending|2
5817555|76566|10210|20240101|00:49:51|2|106.1884927|Bad|Same-Day|Cash|Processing|1
8428751|12279|10156|20240101|00:51:08|9|42.07956052|Good|Standard|Debit Card|Shipped|3
3141979|47676|10258|20240101|00:53:17|4|154.1975329|Excellent|Same-Day|Credit Card|Delivered|4
1934022|88744|10290|20240101|00:56:16|1|39.14092988|Good|Standard|PayPal|Delivered|3
4480463|68711|10403|20240101|00:56:45|1|460.0693188|Excellent|Standard|PayPal|Processing|4
7017996|52900|10040|20240101|00:57:11|5|100.0026196|Bad|Same-Day|Debit Card|Delivered|1
4096566|35970|10449|20240101|01:00:00|6|425.9786109|Good|Same-Day|Cash|Delivered|3
6779394|43366|10130|20240101|01:00:25|3|317.2803639|Excellent|Standard|Credit Card|Delivered|4
3810352|14739|10327|20240101|01:04:01|1|287.203133|Excellent|Standard|PayPal|Shipped|4
9635123|16269|10370|20240101|01:04:17|6|140.8953733|Good|Express|Credit Card|Pending|4
5224275|14826|10013|20240101|01:06:19|1|456.411587|Bad|Express|Debit Card|Shipped|1
2287333|77539|10258|20240101|01:07:21|2|67.94731444|Good|Express|PayPal|Delivered|3
1427580|85662|10243|20240101|01:07:43|2|466.1161948|Good|Standard|Credit Card|Shipped|4
1367785|27523|10256|20240101|01:08:49|10|173.8700137|Good|Same-Day|Cash|Delivered|3
7171353|14412|10467|20240101|01:10:55|7|310.4462887|Excellent|Standard|Credit Card|Delivered|4
1683451|97480|10237|20240101|01:17:27|4|209.3032208|Excellent|Same-Day|Cash|Delivered|4
8208013|92134|10103|20240101|01:18:43|6|127.9788877|Bad|Standard|Cash|Processing|1
3105655|77541|10476|20240101|01:18:49|4|264.8277027|Bad|Same-Day|PayPal|Delivered|1
1346110|43454|10437|20240101|01:23:56|1|189.7813835|Excellent|Express|Cash|Shipped|5
2080100|96552|10015|20240101|01:25:07|8|132.8136452|Good|Express|Debit Card|Shipped|4
4041256|70812|10395|20240101|01:26:24|8|55.61806392|Average|Express|Cash|Pending|2
9451250|28496|10242|20240101|01:29:00|8|395.2044072|Good|Express|Credit Card|Processing|4
6090785|20472|10192|20240101|01:29:48||394.0122326|Average|Express|PayPal|Delivered|2
4581919|29010|10002|20240101|01:30:16|5|363.7695325|Good|Same-Day|Credit Card|Delivered|4
9620312|89793|10222|20240101|01:31:43|9|495.8760014|Good|Express|Credit Card|Processing|4
2947319|43595|10413|20240101|01:33:25|5|49.32135944|Good|Express|Credit Card|Shipped|3
6219529|47270|10167|20240101|01:34:57|2|412.95685|Average|Same-Day|Debit Card|Delivered|2
3085927|12308|10357|20240101|01:35:25|1|51.86989984|Excellent|Express|Credit Card|Processing|5
2033861|52708|10017|20240101|01:42:04|9|183.8552291|Excellent|Same-Day|PayPal|Shipped|5
8575243|35216|10338|20240101|01:42:11|5|171.92903|Average|Standard|Cash|Processing|2
9869786|84441|10353|20240101|01:42:29|7|195.7633182|Good|Express|PayPal|Delivered|4
8345714|89572|10064|20240101|01:42:37|9|82.63060019|Good|Standard|Cash|Delivered|4
3640646|95117|10122|20240101|01:45:39|7|93.22549718|Good|Standard|Debit Card|Delivered|4
1312443|65206|10427|20240101|01:48:34|2|11.2627597|Excellent|Standard|Cash|Shipped|4
3554114|56881|10066|20240101|01:50:15|2|182.8710227|Excellent|Same-Day|Debit Card|Processing|4
