Transaction_ID|Customer_ID|Product_Id|Date|Time|Quantity|Price|Feedback|Shipping_Method|Payment_Method|Order_Status|Ratings
9342535|79037|10018|20231201|00:01:35|8|330.9172287|Excellent|Same-Day|PayPal|Delivered|5
6853924|90474|10015|20231201|00:01:49|3|146,2374961|Good|Same-Day|Debit Card|Shipped|4
1531871|31885|10189|20231201|00:03:10|7|395.8679419|Average|Same-Day|Cash|Delivered|2
5565223|72865|10127|20231201|00:03:20|8|434,0383702|Excellent|Same-Day|Cash|Delivered|4
8148615|42303|10171|20231201|00:10:48|4|228,0732438|Good|Express|Cash|Delivered|3
1375685|89737|10113|20231201|00:11:01|9|322,4693396|Good|Standard|Credit Card|Delivered|3
6965565|65189|10275|20231201|00:11:26|1|481.0415219|Average|Same-Day|PayPal|Shipped|2
4801912|68123|10141|20231201|00:13:49|10|391,0701151|Excellent|Express|Cash|Shipped|5
7850578|37214|10454|20231201|00:13:59|2|338.5424475|Excellent|Standard|Debit Card|Pending|4
1834588|12121|10224|20231130|23:55:46|8|145.6811614|Excellent|Standard|PayPal|Shipped|5
5425012|79160|10368|20231201|00:14:19|3|307.7162543|Average|Standard|Credit Card|Delivered|2
2831266|65400|10237|20231201|00:18:20|5|131.979085|Average|Express|Debit Card|Processing|2
4253088|37974|10383|20231130|23:54:29|9|414.3476509|Excellent|Same-Day|Debit Card|Shipped|5
4840213|75670|10312|20231201|00:18:40|5|239.0065822|Excellent|Same-Day|PayPal|Processing|4
5261442|69276|10284|20231201|00:18:43|5|416.9492859|Excellent|Standard|Credit Card|Delivered|4
7999915|50213|10117|20231201|00:19:21|8|128.8159578|Excellent|Same-Day|Debit Card|Shipped|5
4189541|20882|10318|20231130|23:45:42|4|435.3107651|Bad|Same-Day|PayPal|Processing|1
3050440|31793|10270|20231201|00:22:29|4|111.8396122|Average|Standard|Cash|Delivered|2
4595113|70240|10406|20231201|00:22:36|10|202.6361007|Good|Standard|PayPal|Delivered|3
8440188|59419|10432|20231201|00:33:57|2|473.7409967|Average|Same-Day|Credit Card|Processing|2
9295146|59372|10082|20231201|00:35:28|5|345.415847|Excellent|Standard|Debit Card|Processing|4
4414177|42633|10022|20231201|00:36:11|5|251.2695342|Excellent|Same-Day|Debit Card|Processing|5
3647653|47820|10011|20231201|00:43:49|7|428.0750358|Average|Express|Debit Card|Processing|2
1634615|16722|10140|20231201|00:44:28|9|438.4452325|Good|Standard|PayPal|Delivered|4
8522284|19028|10132|20231201|00:45:11|3|318.2247527|Good|Same-Day|Credit Card|Processing|4
3233845|21433|10014|20231201|00:45:34|3|165.3620277|Good|Standard|Debit Card|Delivered|4
9861668|93411|10433|20231201|00:45:59|4|131.0637|Excellent|Standard|Credit Card|Processing|5
3121439|54222|10480|20231201|00:46:31|9|352.8198248|Good|Express|Credit Card|Shipped|4
5863906|82626|10078|20231201|00:49:30|3|218.5684572|Excellent|Express|Cash|Shipped|4
1247317|84541|10416|20231201|00:52:34|8|416.0304666|Good|Same-Day|Cash|Processing|3
9859887|71898|10480|20231201|00:55:08|2|80.95121581|Excellent|Standard|Cash|Processing|4
8342415|55881|10317|20231201|00:55:43|9|444.2105146|Bad|Express|Credit Card|Delivered|1
3846822|17681|10049|20231201|00:56:13|3|30.71402172|Excellent|Same-Day|Credit Card|Delivered|4
7597091|66017|10093|20231201|00:56:56|1|66.74821965|Bad|Same-Day|PayPal|Shipped|1
8180395|69371|10422|20231201|00:57:17|1|136.2495143|Good|Standard|Cash|Delivered|3
9349151|49450|10356|20231201|01:00:13|5|481.5375835|Excellent|Same-Day|Debit Card|Processing|4
9051074|89367|10079|20231201|01:00:27|8|435.735304|Excellent|Express|Debit Card|Pending|5
1269551|22811|10238|20231201|01:04:36|8|499.8374894|Average|Same-Day|PayPal|Pending|2
9043940|98627|10011|20231201|01:04:55|3|312.2296019|Bad|Express|Debit Card|Pending|1
4645180|92959|10214|20231201|01:05:11|10|196.3558389|Excellent|Standard|Debit Card|Processing|5
5326202|81730|10045|20231201|01:05:46|4|115.0813141|Average|Same-Day|Debit Card|Delivered|2
